296,5.8,263337.0694,-8.0,0.06
297,9.48,0.0283,-6.0,0.04
298,9.92,362380.7138,-5.0,0.03
299,9.44,0.1851,-9.0,0.04
300,8.0,21.0048,2.0,0.06
1,6.6,57605.6622,-1.0,0.07
2,8.44,19.7525,-7.0,0.06
3,8.0,67073.9056,-9.0,0.05
4,10.24,4.9795,-12.0,0.05
5,12.32,2720.414,-10.0,0.04
6,8.76,0.198,-1.0,0.07
7,9.48,759.794,-7.0,0.11
8,7.88,360230.8858,-6.0,0.07
9,9.24,508530.2392,-10.0,0.04
10,9.8,362859.2405,-10.0,0.06
11,11.92,2802.434,-7.0,0.06
12,7.04,16617.0981,2.0,0.08
13,5.92,169410.9422,-6.0,0.07
14,9.04,359717.7252,-11.0,0.07
15,10.84,335733.1562,-14.0,0.07
16,10.16,362851.534,-7.0,0.05
17,8.88,438034.9288,-7.0,0.05
18,9.08,508456.5042,-6.0,0.06
19,9.04,352336.3004,-5.0,0.04
20,9.28,7.1767,-8.0,0.05
21,5.64,1055738.268,-4.0,0.08
22,8.04,1414818.8653,-8.0,0.04
23,9.56,356820.5469,-9.0,0.05
24,8.52,69280.0333,-8.0,0.05
25,7.2,282.7312,-3.0,0.07
26,8.6,354258.1759,-4.0,0.05
27,8.04,147.0755,-5.0,0.08
28,7.32,0.7853,-3.0,0.06
29,7.16,38.3769,-1.0,0.06
30,4.84,2944.8999,2.0,0.07
31,7.08,618358.8776,-3.0,0.05
32,6.4,1139.5787,-6.0,0.04
33,7.4,5407.1319,-6.0,0.06
34,7.44,145.4364,-6.0,0.06
35,9.64,6692.3312,-10.0,0.06
36,10.12,903.0167,-9.0,0.04
37,11.2,106457.1152,-11.0,0.06
38,10.92,34002.8353,-11.0,0.05
39,11.96,120227.202,-12.0,0.06
40,5.76,2799.7228,-4.0,0.09
41,7.44,33881.6576,-1.0,0.06
42,7.32,1445843.9965,-3.0,0.05
43,9.24,26491.6316,-1.0,0.05
44,9.56,2706.6661,-5.0,0.05
45,8.4,28.4348,-3.0,0.07
46,8.76,695260.6652,0.0,0.05
47,9.12,426797.5781,-2.0,0.05
48,7.68,33880.3029,-10.0,0.05
49,7.48,33879.1871,-8.0,0.06
50,9.76,127515.4545,-3.0,0.05
51,10.6,20.1832,-2.0,0.06
52,7.04,56465.4325,-3.0,0.08
53,10.56,719091.5701,-10.0,0.06
54,8.04,512266.3554,-7.0,0.05
55,7.0,1078601.2136,-9.0,0.04
56,8.08,169777.2361,-8.0,0.06
57,9.2,128.0215,-3.0,0.05
58,8.08,360841.3414,1.0,0.06
59,8.68,895.0986,1.0,0.05
60,9.64,65948.1906,-9.0,0.06
61,9.0,352432.7997,-8.0,0.05
62,5.76,0.2602,-6.0,0.09
63,10.16,354912.2316,-10.0,0.04
64,5.76,0.052,-2.0,0.1
65,8.28,5.9362,-10.0,0.06
66,10.08,235392.556,-6.0,0.06
67,7.8,123.9244,-5.0,0.05
68,8.76,361129.1398,-6.0,0.07
69,9.72,362597.5953,2.0,0.07
70,10.84,360001.2334,-7.0,0.06
71,6.4,0.5092,-3.0,0.08
72,7.16,1006.7999,-3.0,0.06
73,10.84,2687.3154,-11.0,0.04
74,8.36,426246.4015,-4.0,0.06
75,7.48,191112.5326,-4.0,0.06
76,7.44,1001248.587,-1.0,0.06
77,10.84,475904.1608,0.0,0.06
78,6.76,1418670.7787,-7.0,0.06
79,7.92,0.584,-3.0,0.07
80,9.72,1407.3014,-8.0,0.05
81,9.04,0.0208,10.0,0.08
82,6.68,352338.1253,-2.0,0.05
83,9.76,69046.6235,-4.0,0.05
84,7.32,319802.6827,-2.0,0.06
85,9.52,1110806.9915,-8.0,0.05
86,9.0,1228198.5715,-2.0,0.06
87,8.48,149528.3394,-1.0,0.06
88,6.16,2703.5122,0.0,0.06
89,8.08,170488.807,-10.0,0.05
90,7.08,3.2815,-2.0,0.06
91,7.84,17.463,-8.0,0.09
92,7.32,235381.0901,-5.0,0.05
93,9.48,2044.6852,-2.0,0.05
94,7.48,9.65,-8.0,0.04
95,8.72,42934.8504,-2.0,0.05
96,7.44,33898.6745,10.0,0.1
97,9.4,359844.8188,5.0,0.08
98,7.56,357390.887,-9.0,0.06
99,8.36,34259.1241,6.0,0.06
100,7.96,821743.9009,-6.0,0.05
101,6.84,33879.5264,-2.0,0.06
102,8.92,529214.1558,-1.0,0.06
103,7.4,43344.9577,-3.0,0.05
104,7.64,197.1088,-9.0,0.08
105,9.92,1.1122,-10.0,0.06
106,10.88,12.8654,-2.0,0.06
107,8.32,34999.714,-4.0,0.07
108,7.08,132789.7051,-8.0,0.04
109,7.6,360156.2804,-2.0,0.07
110,10.8,64949.6395,-6.0,0.06
111,9.32,903.6278,-6.0,0.06
112,9.8,145297.1801,-6.0,0.05
113,9.6,114728.9328,-7.0,0.05
114,8.0,762.077,5.0,0.05
115,9.44,1290.6002,-2.0,0.05
116,8.6,169481.7732,1.0,0.07
117,8.84,72769.5941,-3.0,0.07
118,4.72,33880.9839,8.0,0.07
119,7.6,243463.3998,-1.0,0.06
120,6.88,8309.7271,1.0,0.08
121,8.76,936093.6494,-7.0,0.05
122,6.76,67850.29,-6.0,0.05
123,5.12,0.0828,-4.0,0.09
124,7.88,2919.9618,-8.0,0.05
125,7.4,68746.0772,-2.0,0.07
126,8.96,3212.1123,-2.0,0.06
127,8.56,20.3404,-1.0,0.06
128,7.32,243.1172,3.0,0.05
129,7.4,359654.5508,-2.0,0.06
130,9.88,959575.5807,-3.0,0.06
131,7.4,6.8414,-9.0,0.04
132,5.64,0.0582,2.0,0.06
133,4.8,204464.4964,1.0,0.06
134,6.04,420997.828,-3.0,0.05
135,6.84,33915.164,9.0,0.06
136,6.52,901.4626,11.0,0.08
137,8.44,359845.0523,-3.0,0.09
138,10.2,0.0252,-3.0,0.05
139,8.72,340662.7324,3.0,0.07
140,7.04,118939.6692,-4.0,0.06
141,4.96,0.9616,7.0,0.09
142,9.76,455634.96,-7.0,0.04
143,5.56,336648.4386,-6.0,0.06
144,10.32,694337.3479,-6.0,0.06
145,6.32,131893.6298,-2.0,0.04
146,6.12,963248.0795,6.0,0.06
147,6.88,1.2199,3.0,0.06
148,8.88,2995.7213,-7.0,0.05
149,6.44,0.0952,14.0,0.11
150,9.52,4.7762,1.0,0.06
151,9.2,985863.6288,-6.0,0.07
152,11.16,418282.9603,-8.0,0.05
153,6.8,341378.2307,1.0,0.04
154,8.24,422913.2583,-4.0,0.08
155,6.56,21.5573,-9.0,0.07
156,5.84,0.2419,2.0,0.06
157,7.32,2706.9188,1.0,0.07
158,4.16,0.4878,2.0,0.1
159,8.76,2684.5891,0.0,0.05
160,4.96,1167545.24,-7.0,0.05
161,6.48,451971.9076,1.0,0.06
162,10.92,359650.3293,-4.0,0.07
163,4.88,69404.9094,3.0,0.05
164,7.08,3.4571,9.0,0.07
165,8.88,472242.7084,5.0,0.06
166,8.36,71365.0517,-2.0,0.07
167,6.6,714646.4297,1.0,0.06
168,6.24,68255.1812,8.0,0.07
169,6.6,199852.3787,-1.0,0.05
170,10.84,340212.8133,-1.0,0.04
171,11.12,240.9415,-1.0,0.05
172,11.12,10.8002,-5.0,0.05
173,4.6,356821.9859,5.0,0.07
174,6.32,0.2608,-1.0,0.08
175,5.96,10.2663,7.0,0.06
176,12.44,2.5983,-6.0,0.04
177,7.24,367842.2549,-1.0,0.05
178,8.36,359591.836,-7.0,0.06
179,7.96,2920.2618,1.0,0.05
180,9.04,66092.3716,-9.0,0.05
181,8.64,27.3036,1.0,0.05
182,8.64,353500.6023,4.0,0.05
183,4.72,282.9977,5.0,0.07
184,6.76,145.4332,-1.0,0.06
185,5.28,169519.6777,0.0,0.06
186,5.56,0.0202,1.0,0.05
187,7.44,338101.8468,2.0,0.06
188,5.28,33880.3881,5.0,0.05
189,7.08,188122.603,-4.0,0.05
190,7.56,146.6157,5.0,0.05
191,6.32,0.0448,-4.0,0.07
192,10.32,28.2066,7.0,0.07
193,5.96,451982.5872,3.0,0.06
194,6.76,169396.0565,7.0,0.09
195,5.04,91566.3765,12.0,0.08
196,9.72,64473.6948,-4.0,0.05
197,11.52,294.4844,-2.0,0.05
198,6.8,1194281.1038,-1.0,0.09
199,3.8,0.2778,3.0,0.1
200,4.48,67758.3568,7.0,0.09
201,4.48,33914.328,-1.0,0.06
202,7.4,1155.0476,0.0,0.06
203,9.28,62.98,2.0,0.06
204,6.24,605378.0718,3.0,0.07
205,6.2,77727.0222,1.0,0.05
206,7.32,119085.0709,1.0,0.04
207,10.92,359846.898,-6.0,0.05
208,3.92,34365.2172,12.0,0.07
209,4.28,172196.159,-2.0,0.05
210,6.8,478814.7275,4.0,0.06
211,5.08,0.831,2.0,0.09
212,4.52,0.019,13.0,0.1
213,8.76,2.3502,0.0,0.05
214,6.48,33879.7617,0.0,0.06
215,4.16,1175.2905,3.0,0.05
216,2.72,0.0411,0.0,0.07
217,4.28,0.5602,14.0,0.11
218,13.04,72083.2822,-5.0,0.05
219,6.88,1.6784,-2.0,0.07
220,7.4,0.0182,2.0,0.05
221,5.0,0.0477,9.0,0.11
222,10.92,45575.8556,1.0,0.05
223,5.44,20.5059,0.0,0.06
224,10.56,76020.1118,2.0,0.06
225,7.08,8308.7142,11.0,0.09
226,7.6,37116.5354,10.0,0.07
227,9.08,122605.8726,6.0,0.05
228,9.04,479121.7672,-1.0,0.04
229,5.72,33914.3293,4.0,0.06
230,6.12,1.0978,0.0,0.05
231,6.64,1.3029,-4.0,0.06
232,9.04,0.0464,-1.0,0.06
233,7.08,359843.013,-4.0,0.06
234,8.0,181.3413,-5.0,0.06
235,8.52,0.6235,4.0,0.07
236,4.88,1190560.4963,1.0,0.04
237,5.92,714797.3967,-4.0,0.05
238,6.76,356831.1924,2.0,0.05
239,8.04,1.2464,-7.0,0.05
240,8.92,362932.5352,6.0,0.06
241,5.68,0.1008,11.0,0.12
242,7.24,29797.0898,-2.0,0.05
243,6.68,68110.1543,-2.0,0.06
244,7.96,1.1759,-1.0,0.05
245,3.76,1.4539,-1.0,0.05
246,5.84,0.3353,-2.0,0.04
247,8.6,84.2944,-5.0,0.06
248,6.88,240029.7796,5.0,0.06
249,4.04,0.1958,13.0,0.11
250,7.52,356820.6315,3.0,0.08
251,7.4,1.5273,-3.0,0.07
252,6.12,359999.9827,4.0,0.08
253,5.04,0.1189,11.0,0.12
254,4.64,0.3429,10.0,0.11
255,4.96,398.7494,-8.0,0.05
256,6.28,0.5489,-1.0,0.04
257,4.96,364554.4228,-6.0,0.07
258,3.68,0.0591,7.0,0.1
259,8.32,362401.6265,4.0,0.06
260,8.76,17.3327,-2.0,0.07
261,6.64,1.0145,4.0,0.06
262,8.8,406013.5998,-1.0,0.05
263,6.8,191.3303,-2.0,0.06
264,5.92,360068.8152,0.0,0.05
265,8.36,182.6734,-4.0,0.05
266,7.6,61319.072,4.0,0.06
267,5.96,101637.528,15.0,0.06
268,9.44,3.9437,2.0,0.06
269,5.16,65966.7614,4.0,0.08
270,9.16,356821.9882,3.0,0.06
271,5.96,0.3522,12.0,0.11
272,5.52,0.041,18.0,0.11
273,7.24,19.7838,0.0,0.05
274,9.08,711078.3552,5.0,0.07
275,7.32,7.6064,17.0,0.08
276,8.92,2711.2449,0.0,0.05
277,4.84,0.1672,5.0,0.09
278,5.4,0.1716,14.0,0.07
279,5.56,167.416,6.0,0.06
280,5.6,69367.9304,7.0,0.05
281,7.2,265750.1597,1.0,0.06
282,7.16,58.0845,15.0,0.08
283,9.4,36.2865,1.0,0.07
284,5.32,99863.0413,9.0,0.06
285,9.84,169550.3705,-4.0,0.04
286,8.56,71845.8721,-4.0,0.05
287,3.76,0.0576,8.0,0.11
288,10.96,1.4344,2.0,0.06
289,7.36,19.9792,14.0,0.09
290,8.72,360086.1895,5.0,0.07
291,5.24,0.1811,15.0,0.12
292,8.64,2684.706,5.0,0.07
293,8.96,64497.6094,1.0,0.05
294,5.12,425841.4759,6.0,0.06
295,5.32,3.2346,8.0,0.09
296,6.2,133051.2417,4.0,0.09
297,7.92,33950.0791,3.0,0.05
298,9.28,354331.3774,-6.0,0.04
299,8.8,3.4045,11.0,0.1
300,6.88,356822.9742,3.0,0.08
