1,8.52,7.5616,-8.0,0.19
2,7.72,2.9473,-2.0,0.06
3,7.2,34773.5196,-2.0,0.06
4,8.48,473753.3543,-6.0,0.04
5,9.48,359696.6726,-7.0,0.06
6,6.96,714399.5754,-13.0,0.06
7,7.36,395.7023,-2.0,0.08
8,9.72,0.2707,-16.0,0.07
9,8.88,360540.2713,-5.0,0.06
10,11.96,1.0994,-15.0,0.05
11,5.24,282326.433,-2.0,0.07
12,7.24,816873.9838,-9.0,0.05
13,9.72,125574.2668,-7.0,0.06
14,8.92,1007.472,-11.0,0.06
15,11.16,6.0078,-11.0,0.08
16,12.32,4215.7596,-10.0,0.05
17,6.08,65946.8305,-1.0,0.07
18,6.64,123961.2147,-14.0,0.06
19,7.84,0.0173,-14.0,0.06
20,7.52,356819.9766,-4.0,0.07
21,10.92,720025.255,-9.0,0.06
22,8.24,566.381,-5.0,0.06
23,7.72,33882.5446,-9.0,0.05
24,9.04,451908.9708,-5.0,0.06
25,7.28,1006.2713,-8.0,0.07
26,11.36,2684.4252,-14.0,0.05
27,10.24,13163.8809,-12.0,0.07
28,8.84,6.11,-5.0,0.07
29,8.68,24.3802,-7.0,0.06
30,7.76,2.4392,-7.0,0.06
31,6.64,368183.1709,-5.0,0.05
32,10.76,892236.5672,-5.0,0.05
33,8.64,1164.2212,-9.0,0.06
34,8.96,7.3221,-12.0,0.08
35,8.44,154.3678,-6.0,0.09
36,10.04,78951.9549,-12.0,0.05
37,9.72,1225293.2485,-7.0,0.06
38,9.2,360546.714,-2.0,0.06
39,10.16,169451.0002,-9.0,0.07
40,9.0,623.7166,-6.0,0.06
41,7.36,1285.7091,-2.0,0.08
42,8.4,26097.6032,-10.0,0.06
43,7.84,425649.7413,-12.0,0.06
44,6.56,895.1042,-11.0,0.06
45,4.36,0.0323,-4.0,0.1
46,8.72,65946.8708,-7.0,0.06
47,9.12,6308.1538,0.0,0.05
48,7.68,3084.238,-3.0,0.12
49,8.12,352336.9572,-1.0,0.05
50,9.04,848418.0671,-13.0,0.06
51,9.48,0.6209,-11.0,0.06
52,9.12,71840.465,-5.0,0.07
53,5.8,2705.1374,-3.0,0.07
54,8.16,8308.7847,-7.0,0.09
55,7.88,77679.8823,-6.0,0.05
56,7.52,32241.9398,-3.0,0.06
57,9.64,351934.6477,-9.0,0.1
58,6.24,3.0651,-7.0,0.05
59,9.92,32448.9387,-12.0,0.05
60,6.56,358205.8813,-8.0,0.07
61,11.72,33395.4792,-8.0,0.05
62,6.08,362548.2839,-6.0,0.08
63,9.04,16617.0809,-10.0,0.07
64,8.68,3.0758,-1.0,0.09
65,8.96,2.6008,-8.0,0.09
66,6.96,562.2917,-5.0,0.07
67,4.68,529289.7786,1.0,0.08
68,9.36,365134.7971,-6.0,0.06
69,6.52,68666.7497,-9.0,0.06
70,6.76,21.6891,-3.0,0.06
71,8.76,5.1988,-11.0,0.05
72,7.44,3.9678,-9.0,0.05
73,6.04,240031.7704,-2.0,0.06
74,7.04,33882.7633,-4.0,0.06
75,6.56,2012.6426,1.0,0.07
76,6.76,379.9631,-4.0,0.07
77,11.44,357703.8956,-11.0,0.06
